"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"qtd_tarefas_total";"dias_ultima_tarefa";"tarefas_90d";"media_dias_exec";"qtd_tarefas_abertas";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qt_tarefas_bug";"qt_tarefas_reducao";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"perc_tarefas_abertas";"churn"
"2397";"2012-09-04";"0,00";"448,00";"0";"1";"0";"1";"1633";"0";"1,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2526";"2018-03-25";"0,00";"242,84";"0";"1";"0";"7";"2319";"0";"24,1429";"0";"3";"5";"3";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2588";"2012-07-10";"0,00";"188,18";"0";"1";"0";"1";"2589";"0";"0,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2637";"2016-07-15";"1105,21";"0,00";"1";"0";"0";"70";"20";"4";"13,0857";"0";"10";"23";"14";"0";"0";"70";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"2796";"2009-04-06";"1142,46";"0,00";"1";"0";"0";"56";"40";"3";"15,3036";"0";"19";"31";"13";"2";"0";"54";"1";"0";"1";"0";"1,7900";"0,0000";"0"
"2872";"2010-08-01";"367,38";"0,00";"1";"0";"0";"72";"20";"3";"5,3099";"0";"15";"22";"10";"0";"0";"61";"0";"1";"7";"3";"9,7200";"0,0000";"0"
"2886";"2012-08-08";"0,00";"1146,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2901";"2019-04-02";"374,83";"0,00";"1";"0";"0";"197";"33";"12";"4,1015";"0";"16";"34";"14";"1";"0";"191";"0";"1";"5";"0";"2,5400";"0,0000";"0"
"2903";"2016-07-25";"76,67";"0,00";"1";"0";"0";"10";"1153";"0";"6,2000";"0";"7";"9";"6";"0";"0";"8";"0";"0";"2";"0";"20,0000";"0,0000";"0"
"2933";"2007-02-15";"0,00";"118,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2989";"2011-08-01";"313,17";"0,00";"1";"0";"0";"4";"2123";"0";"5,7500";"0";"3";"4";"1";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"2997";"2013-10-22";"0,00";"117,16";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2998";"2016-12-10";"1049,15";"0,00";"1";"0";"0";"217";"5";"4";"17,4583";"0";"33";"60";"18";"1";"1";"207";"2";"4";"4";"0";"1,8400";"0,0000";"0"
"3081";"2010-08-01";"503,54";"0,00";"2";"0";"0";"149";"229";"0";"6,2617";"0";"11";"23";"12";"0";"0";"140";"0";"1";"8";"0";"5,3700";"0,0000";"0"
"3091";"2016-04-05";"0,00";"311,81";"0";"1";"0";"35";"2242";"0";"31,0286";"0";"12";"17";"9";"0";"0";"35";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"3156";"2015-06-15";"12169,43";"2100,00";"2";"1";"1";"1314";"2";"26";"16,0452";"4";"41";"186";"25";"36";"1";"1156";"21";"65";"69";"3";"5,2500";"0,3000";"0"
"3158";"2010-01-25";"672,48";"0,00";"1";"0";"0";"90";"329";"0";"22,1222";"0";"13";"29";"14";"0";"0";"80";"0";"5";"4";"1";"4,4400";"0,0000";"0"
"3192";"2010-07-23";"890,11";"0,00";"1";"0";"0";"37";"106";"0";"13,4324";"0";"12";"23";"9";"0";"1";"35";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"3205";"2024-07-24";"2413,93";"0,00";"1";"0";"0";"55";"79";"1";"6,2364";"0";"14";"28";"10";"0";"0";"52";"0";"0";"3";"0";"5,4500";"0,0000";"0"
"3207";"2014-09-18";"11754,60";"0,00";"1";"0";"0";"1020";"0";"35";"15,3992";"9";"44";"110";"22";"10";"1";"891";"14";"45";"69";"1";"6,7600";"0,8800";"0"
"3214";"2020-11-27";"233,39";"0,00";"1";"0";"0";"16";"274";"0";"31,0625";"0";"5";"10";"6";"0";"0";"16";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"3238";"2015-07-20";"715,65";"0,00";"1";"0";"0";"107";"62";"4";"17,1215";"0";"18";"35";"13";"4";"0";"92";"0";"11";"4";"0";"3,7400";"0,0000";"0"
"3240";"2009-06-01";"0,00";"130,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"3409";"2009-03-01";"51940,04";"0,00";"1";"0";"0";"689";"0";"45";"53,1734";"19";"42";"116";"23";"106";"3";"624";"13";"32";"20";"0";"2,9000";"2,7600";"0"
"3688";"2024-06-18";"1145,71";"0,00";"1";"0";"0";"21";"202";"0";"12,9524";"0";"10";"16";"12";"0";"0";"21";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"3772";"2014-09-01";"0,00";"61,63";"0";"1";"0";"3";"161";"0";"7,3333";"0";"2";"2";"2";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"3980";"2009-04-01";"0,00";"546,75";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"3991";"2006-07-06";"3376,67";"0,00";"1";"0";"0";"391";"42";"6";"7,4010";"2";"27";"66";"17";"3";"1";"372";"4";"11";"4";"0";"1,0200";"0,5100";"0"
"4023";"2010-12-16";"1789,39";"0,00";"1";"0";"0";"51";"415";"0";"17,8571";"1";"12";"23";"12";"0";"0";"49";"1";"0";"1";"0";"1,9600";"1,9600";"0"
"4071";"2014-07-04";"298,64";"0,00";"1";"0";"0";"57";"208";"0";"9,7193";"0";"15";"25";"12";"0";"1";"51";"1";"4";"1";"0";"1,7500";"0,0000";"0"
"4082";"2011-03-17";"829,01";"1320,00";"1";"2";"1";"156";"43";"5";"14,5097";"1";"27";"56";"16";"2";"1";"141";"1";"6";"8";"0";"5,1300";"0,6400";"0"
"4087";"2018-09-21";"12805,59";"0,00";"1";"0";"0";"730";"7";"18";"18,5608";"4";"45";"123";"24";"26";"3";"684";"9";"18";"18";"1";"2,4700";"0,5500";"0"
"4095";"2020-02-05";"237,95";"0,00";"1";"0";"0";"24";"454";"0";"12,3750";"0";"7";"13";"7";"0";"0";"22";"0";"0";"2";"0";"8,3300";"0,0000";"0"
"4283";"2012-09-14";"15130,33";"900,00";"1";"1";"1";"1174";"0";"166";"22,0499";"22";"47";"132";"25";"55";"6";"1071";"12";"39";"50";"2";"4,2600";"1,8700";"0"
"4468";"2025-02-19";"6968,20";"0,00";"1";"0";"0";"44";"98";"0";"60,1136";"0";"11";"23";"11";"0";"0";"42";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"4490";"2010-03-12";"771,84";"0,00";"1";"0";"0";"40";"784";"0";"21,3250";"0";"13";"17";"9";"0";"0";"38";"0";"1";"1";"0";"2,5000";"0,0000";"0"
"4505";"2008-01-15";"0,00";"279,12";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"4511";"2009-05-14";"2197,83";"0,00";"2";"0";"0";"620";"2";"27";"21,1051";"10";"41";"112";"22";"31";"0";"570";"7";"21";"19";"3";"3,0600";"1,6100";"0"
"4531";"2023-07-25";"2112,47";"0,00";"1";"0";"0";"43";"65";"1";"17,0714";"0";"10";"25";"12";"1";"0";"40";"1";"1";"1";"0";"2,3300";"0,0000";"0"
"4559";"2017-12-15";"199,10";"50,00";"1";"1";"1";"50";"555";"0";"35,3600";"0";"16";"27";"11";"2";"1";"46";"1";"1";"2";"0";"4,0000";"0,0000";"0"
"4562";"2017-12-08";"0,00";"54,59";"0";"1";"0";"2";"2256";"0";"74,0000";"0";"2";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"4563";"2018-03-25";"1494,31";"0,00";"1";"0";"0";"158";"23";"5";"17,5287";"1";"32";"65";"19";"2";"2";"146";"1";"3";"8";"0";"5,0600";"0,6300";"0"
"4565";"2017-04-10";"1770,72";"0,00";"1";"0";"0";"75";"323";"0";"9,3600";"0";"15";"25";"11";"1";"0";"71";"1";"2";"1";"0";"1,3300";"0,0000";"0"
"4586";"2015-09-14";"0,00";"182,09";"0";"1";"0";"18";"1853";"0";"8,1111";"0";"4";"10";"3";"0";"0";"18";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"4599";"2010-07-01";"0,00";"177,09";"0";"1";"0";"19";"2098";"0";"108,0000";"0";"8";"12";"6";"0";"0";"17";"0";"2";"0";"0";"0,0000";"0,0000";"1"
"4614";"2021-06-29";"619,31";"0,00";"1";"0";"0";"82";"97";"0";"14,8902";"0";"13";"25";"12";"0";"0";"76";"2";"2";"2";"0";"2,4400";"0,0000";"0"
"4616";"2015-10-23";"79,48";"0,00";"1";"0";"0";"5";"1311";"0";"7,8000";"0";"3";"4";"3";"0";"0";"3";"0";"1";"1";"0";"20,0000";"0,0000";"0"
"4737";"2005-07-10";"0,00";"174,70";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"4931";"2015-06-10";"93,05";"0,00";"1";"0";"0";"82";"510";"0";"17,8049";"0";"8";"15";"12";"0";"0";"77";"0";"1";"4";"0";"4,8800";"0,0000";"0"
"4959";"2019-07-31";"206,18";"0,00";"1";"0";"0";"26";"988";"0";"9,9615";"0";"11";"14";"8";"0";"0";"23";"0";"3";"0";"0";"0,0000";"0,0000";"0"
"5288";"2022-04-22";"533,95";"0,00";"1";"0";"0";"29";"131";"0";"22,3929";"0";"11";"18";"8";"0";"1";"25";"0";"3";"1";"0";"3,4500";"0,0000";"0"
"5307";"2014-11-19";"0,00";"1000,00";"0";"1";"0";"4";"2435";"0";"13,5000";"0";"4";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"5567";"2012-12-07";"0,00";"217,62";"0";"1";"0";"4";"1981";"0";"4,5000";"0";"3";"3";"3";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"5735";"2011-07-01";"0,00";"245,88";"0";"1";"0";"16";"1170";"0";"6,4375";"0";"7";"13";"3";"0";"0";"13";"0";"0";"3";"0";"18,7500";"0,0000";"1"
"5777";"2014-11-06";"405,94";"0,00";"1";"0";"0";"49";"999";"0";"20,6735";"0";"18";"28";"9";"0";"0";"48";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"5792";"2002-06-07";"0,00";"170,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"5808";"2015-09-24";"0,00";"99,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"5886";"2015-06-23";"0,00";"79,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"5982";"2015-01-16";"937,83";"0,00";"1";"0";"0";"56";"635";"0";"14,0364";"0";"13";"29";"12";"0";"0";"54";"0";"0";"2";"0";"3,5700";"0,0000";"0"
"5999";"2013-01-17";"1392,13";"0,00";"1";"0";"0";"69";"100";"0";"25,5942";"0";"17";"27";"14";"0";"0";"66";"1";"0";"2";"0";"2,9000";"0,0000";"0"
"6036";"2015-10-15";"0,00";"699,16";"0";"1";"0";"43";"15";"2";"25,0000";"0";"13";"22";"9";"0";"0";"38";"1";"1";"3";"0";"6,9800";"0,0000";"1"
"6046";"2019-06-25";"1226,37";"0,00";"1";"0";"0";"62";"313";"0";"8,6774";"0";"11";"19";"9";"0";"0";"59";"2";"0";"1";"0";"1,6100";"0,0000";"0"
"6353";"2012-01-11";"251,65";"0,00";"1";"0";"0";"145";"2";"5";"6,1528";"1";"12";"26";"13";"0";"0";"137";"1";"3";"4";"0";"2,7600";"0,6900";"0"
"6355";"2005-06-15";"1132,10";"0,00";"1";"0";"0";"36";"302";"0";"16,9444";"0";"17";"25";"16";"1";"0";"32";"1";"3";"0";"0";"0,0000";"0,0000";"0"
"6661";"2017-04-20";"3984,01";"0,00";"2";"0";"0";"312";"23";"1";"28,2564";"0";"26";"91";"21";"11";"0";"285";"4";"9";"14";"0";"4,4900";"0,0000";"0"
"6893";"2014-07-15";"0,00";"275,18";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"6922";"2020-07-31";"426,67";"0,00";"1";"0";"0";"89";"83";"1";"6,3483";"0";"12";"27";"13";"1";"0";"87";"0";"0";"2";"0";"2,2500";"0,0000";"0"
"6968";"2024-08-22";"901,81";"0,00";"1";"0";"0";"29";"37";"2";"15,1379";"0";"10";"19";"9";"2";"0";"26";"0";"1";"2";"0";"6,9000";"0,0000";"0"
"7318";"2013-02-27";"135,73";"0,00";"1";"0";"0";"50";"475";"0";"63,9388";"1";"13";"19";"12";"1";"0";"47";"0";"2";"1";"0";"2,0000";"2,0000";"0"
"7448";"2022-02-09";"683,07";"0,00";"1";"0";"0";"38";"111";"0";"72,1351";"0";"13";"19";"11";"0";"1";"33";"2";"1";"1";"1";"2,6300";"0,0000";"0"
"7450";"2016-05-10";"2556,34";"0,00";"1";"0";"0";"74";"33";"1";"16,5000";"0";"19";"37";"14";"0";"0";"71";"3";"0";"0";"0";"0,0000";"0,0000";"0"
"7474";"2011-03-25";"0,00";"407,00";"0";"1";"0";"3";"2395";"0";"21,3333";"0";"3";"3";"1";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7488";"2021-10-19";"591,96";"0,00";"1";"0";"0";"47";"230";"0";"20,8511";"0";"11";"19";"8";"0";"0";"46";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"7496";"2016-05-10";"0,00";"98,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7516";"2009-06-25";"0,00";"570,00";"0";"1";"0";"3";"2441";"0";"105,3333";"0";"3";"3";"1";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7517";"2011-07-19";"0,00";"262,37";"0";"1";"0";"2";"1863";"0";"8,5000";"0";"2";"2";"1";"0";"0";"1";"0";"0";"1";"0";"50,0000";"0,0000";"1"
"7547";"2012-06-05";"1542,03";"0,00";"1";"0";"0";"70";"15";"5";"15,4638";"1";"17";"30";"10";"2";"0";"64";"1";"5";"0";"0";"0,0000";"1,4300";"0"
"7569";"2009-02-10";"3875,89";"0,00";"1";"0";"0";"241";"16";"17";"9,2059";"3";"29";"60";"18";"1";"1";"231";"1";"2";"7";"0";"2,9000";"1,2400";"0"
"7596";"2018-09-15";"287,04";"0,00";"1";"0";"0";"42";"762";"0";"43,0000";"0";"8";"19";"9";"0";"0";"38";"1";"1";"2";"0";"4,7600";"0,0000";"0"
"7628";"2014-05-19";"2221,89";"0,00";"1";"0";"0";"116";"48";"1";"16,0609";"1";"17";"35";"11";"1";"0";"111";"1";"3";"1";"0";"0,8600";"0,8600";"0"
"7634";"2010-09-02";"2173,36";"0,00";"1";"0";"0";"224";"2";"9";"20,1810";"3";"26";"57";"21";"6";"1";"210";"6";"7";"1";"0";"0,4500";"1,3400";"0"
"7659";"2018-02-22";"529,70";"0,00";"1";"0";"0";"73";"83";"4";"10,3288";"0";"19";"28";"11";"0";"0";"65";"1";"4";"3";"0";"4,1100";"0,0000";"0"
"7665";"2013-09-03";"21338,23";"0,00";"2";"0";"0";"759";"2";"32";"18,5538";"6";"41";"148";"24";"41";"1";"691";"19";"28";"19";"2";"2,5000";"0,7900";"0"
"7668";"2024-08-22";"2378,86";"0,00";"1";"0";"0";"56";"161";"0";"8,4643";"0";"17";"32";"14";"0";"1";"50";"1";"4";"1";"0";"1,7900";"0,0000";"0"
"7683";"2003-09-15";"0,00";"781,87";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7789";"2004-10-01";"0,00";"225,52";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7795";"2024-02-26";"533,39";"0,00";"1";"0";"0";"14";"2";"4";"5,3571";"0";"6";"9";"5";"0";"0";"13";"1";"0";"0";"0";"0,0000";"0,0000";"0"
"7796";"2016-01-26";"457,81";"0,00";"1";"0";"0";"54";"12";"1";"9,2830";"1";"13";"19";"10";"0";"0";"54";"0";"0";"0";"0";"0,0000";"1,8500";"0"
"7853";"2011-03-01";"0,00";"108,21";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7875";"2017-10-20";"1018,94";"0,00";"1";"0";"0";"66";"35";"1";"28,5455";"0";"17";"32";"14";"1";"1";"61";"1";"2";"2";"0";"3,0300";"0,0000";"0"
"7891";"2014-01-22";"0,00";"314,85";"0";"1";"0";"35";"1293";"0";"35,0000";"0";"9";"15";"8";"0";"0";"33";"0";"2";"0";"0";"0,0000";"0,0000";"1"
"7893";"2020-11-09";"504,77";"0,00";"1";"0";"0";"17";"173";"0";"33,5294";"0";"11";"15";"6";"0";"0";"17";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"7926";"2018-11-16";"0,00";"325,14";"0";"1";"0";"3";"2666";"0";"106,6667";"0";"3";"3";"3";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"7953";"2010-06-02";"1368,69";"0,00";"1";"0";"0";"155";"6";"5";"6,7143";"1";"24";"41";"14";"0";"0";"117";"1";"11";"26";"0";"16,7700";"0,6500";"0"
"7977";"2013-11-01";"799,36";"0,00";"1";"0";"0";"12";"282";"0";"32,2500";"0";"8";"11";"5";"0";"0";"10";"0";"0";"1";"1";"8,3300";"0,0000";"0"
"7981";"2021-10-01";"1416,84";"0,00";"1";"0";"0";"103";"28";"12";"6,7184";"0";"17";"31";"10";"0";"1";"98";"1";"3";"1";"0";"0,9700";"0,0000";"0"
"8015";"2010-06-18";"7231,54";"1484,51";"1";"1";"1";"746";"0";"14";"16,4116";"4";"43";"153";"26";"15";"1";"692";"11";"22";"17";"4";"2,2800";"0,5400";"0"
"8079";"2010-02-24";"266,33";"0,00";"1";"0";"0";"13";"796";"0";"29,3846";"0";"11";"13";"7";"0";"0";"12";"1";"0";"0";"0";"0,0000";"0,0000";"0"
"8113";"2012-04-19";"0,00";"230,38";"0";"1";"0";"54";"6";"5";"8,5741";"0";"7";"16";"6";"0";"0";"47";"1";"4";"2";"0";"3,7000";"0,0000";"1"
"8120";"2009-07-20";"0,00";"196,14";"0";"1";"0";"17";"1196";"0";"15,9412";"0";"6";"11";"6";"0";"0";"17";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8135";"2011-11-01";"0,00";"637,68";"0";"2";"0";"65";"589";"0";"21,4000";"0";"13";"24";"11";"0";"0";"55";"1";"2";"7";"0";"10,7700";"0,0000";"1"
"8161";"2017-04-26";"229,97";"0,00";"1";"0";"0";"7";"344";"0";"1,5714";"0";"2";"4";"4";"0";"0";"6";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"8266";"2021-03-22";"151,90";"0,00";"1";"0";"0";"19";"156";"0";"12,1579";"0";"5";"9";"5";"0";"0";"14";"0";"2";"3";"0";"15,7900";"0,0000";"0"
"8270";"2009-03-11";"244,30";"0,00";"1";"0";"0";"36";"615";"0";"11,8056";"0";"10";"17";"9";"0";"0";"30";"0";"3";"3";"0";"8,3300";"0,0000";"0"
"8311";"2012-03-02";"0,00";"115,65";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8314";"2013-02-01";"332,13";"0,00";"1";"0";"0";"25";"117";"0";"21,0400";"0";"9";"14";"9";"0";"0";"25";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"8373";"2010-04-07";"0,00";"160,98";"0";"1";"0";"21";"216";"0";"18,4286";"0";"6";"11";"7";"0";"0";"20";"0";"0";"1";"0";"4,7600";"0,0000";"1"
"8431";"2011-03-15";"366,50";"0,00";"1";"0";"0";"17";"343";"0";"8,2941";"0";"4";"10";"6";"0";"0";"16";"0";"0";"1";"0";"5,8800";"0,0000";"0"
"8461";"2013-03-04";"0,00";"402,60";"0";"1";"0";"2";"2624";"0";"7,5000";"0";"2";"2";"1";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8478";"2009-10-15";"0,00";"250,25";"0";"1";"0";"10";"1590";"0";"1,3333";"0";"5";"8";"4";"0";"0";"6";"1";"1";"2";"0";"20,0000";"0,0000";"1"
"8479";"2012-08-20";"0,00";"1319,75";"0";"1";"0";"33";"1451";"0";"96,7273";"0";"9";"19";"11";"0";"0";"28";"0";"3";"2";"0";"6,0600";"0,0000";"1"
"8481";"2019-11-30";"0,00";"67,25";"0";"1";"0";"17";"1800";"0";"14,2353";"0";"8";"14";"9";"0";"0";"17";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8518";"2020-10-05";"327,89";"0,00";"1";"0";"0";"39";"1078";"0";"8,8462";"0";"13";"18";"9";"2";"0";"39";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"8554";"2013-09-17";"0,00";"458,06";"0";"1";"0";"1";"1828";"0";"78,0000";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8560";"2018-12-20";"0,00";"1648,89";"0";"1";"0";"83";"468";"0";"21,6386";"0";"19";"37";"13";"0";"0";"79";"0";"1";"3";"0";"3,6100";"0,0000";"1"
"8586";"2024-04-29";"0,00";"4400,00";"0";"1";"0";"8";"510";"0";"32,1429";"0";"7";"8";"4";"1";"0";"7";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"8652";"2016-11-18";"0,00";"22,02";"0";"1";"0";"1";"2814";"0";"12,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8679";"2020-10-05";"0,00";"359,18";"0";"1";"0";"16";"112";"0";"8,5625";"0";"5";"8";"5";"0";"0";"14";"1";"0";"1";"0";"6,2500";"0,0000";"1"
"8713";"2013-09-20";"0,00";"143,78";"0";"1";"0";"4";"1589";"0";"46,2500";"0";"4";"4";"2";"0";"0";"3";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"8717";"2014-05-01";"0,00";"240,86";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8722";"2019-10-30";"0,00";"384,73";"0";"2";"0";"6";"1007";"0";"47,3333";"0";"5";"5";"4";"0";"0";"5";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"8738";"2007-06-01";"0,00";"658,43";"0";"2";"0";"98";"1834";"0";"29,1735";"0";"16";"33";"12";"0";"0";"94";"1";"1";"2";"0";"2,0400";"0,0000";"1"
"8767";"2016-12-10";"0,00";"372,26";"0";"1";"0";"4";"1707";"0";"2,0000";"0";"3";"4";"3";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8770";"2011-06-03";"8666,06";"0,00";"2";"0";"0";"1500";"1";"55";"21,2903";"10";"61";"227";"27";"45";"4";"1370";"29";"45";"54";"2";"3,6000";"0,6700";"0"
"8775";"2012-01-11";"75,93";"0,00";"1";"0";"0";"41";"425";"0";"23,0732";"0";"7";"15";"7";"0";"0";"41";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"8809";"2016-08-08";"76,91";"0,00";"1";"0";"0";"13";"209";"0";"3,8462";"0";"4";"7";"2";"0";"0";"12";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"8869";"2015-04-01";"630,23";"0,00";"1";"0";"0";"97";"90";"1";"24,6907";"0";"21";"37";"16";"0";"0";"92";"0";"2";"3";"0";"3,0900";"0,0000";"0"
"8912";"2008-10-17";"0,00";"88,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8913";"2025-11-27";"0,00";"6363,00";"0";"1";"0";"6";"175";"0";"47,1667";"0";"4";"5";"4";"0";"0";"6";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8963";"2017-03-08";"632,76";"0,00";"1";"0";"0";"27";"778";"0";"13,4815";"0";"9";"15";"10";"0";"0";"26";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"8979";"2012-08-01";"0,00";"187,46";"0";"1";"0";"14";"2534";"0";"14,5714";"0";"4";"6";"4";"0";"0";"14";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"8986";"2019-03-10";"0,00";"296,95";"0";"1";"0";"27";"306";"0";"28,4074";"0";"9";"13";"9";"0";"0";"23";"3";"0";"1";"0";"3,7000";"0,0000";"1"
"9018";"2025-09-17";"1034,40";"0,00";"1";"0";"0";"13";"63";"1";"6,3846";"0";"10";"12";"5";"1";"0";"10";"3";"0";"0";"0";"0,0000";"0,0000";"0"
"9034";"2010-05-01";"361,86";"0,00";"1";"0";"0";"111";"328";"0";"15,0721";"0";"17";"32";"16";"0";"0";"109";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"9035";"2023-10-30";"1054,21";"0,00";"1";"0";"0";"21";"575";"0";"30,1905";"0";"9";"18";"10";"0";"0";"20";"0";"0";"1";"0";"4,7600";"0,0000";"0"
"9037";"2011-10-17";"544,78";"0,00";"1";"0";"0";"119";"226";"0";"11,9412";"0";"14";"28";"11";"0";"0";"109";"1";"3";"6";"0";"5,0400";"0,0000";"0"
"9062";"2019-06-25";"1313,50";"0,00";"2";"0";"0";"209";"8";"24";"8,7101";"0";"17";"38";"12";"10";"0";"196";"0";"5";"8";"0";"3,8300";"0,0000";"0"
"9069";"2013-04-03";"0,00";"215,33";"0";"1";"0";"5";"1996";"0";"15,2000";"0";"4";"5";"2";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"9082";"2018-01-12";"0,00";"26,33";"0";"1";"0";"13";"83";"1";"6,7692";"0";"8";"12";"7";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"9090";"2018-04-25";"67,63";"0,00";"1";"0";"0";"15";"180";"0";"14,8000";"0";"5";"9";"4";"0";"0";"15";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"9098";"2016-01-29";"0,00";"1123,35";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"9106";"2016-01-25";"1648,45";"0,00";"1";"0";"0";"96";"30";"2";"12,3158";"0";"19";"33";"12";"2";"0";"89";"2";"3";"2";"0";"2,0800";"0,0000";"0"
"9113";"2023-02-10";"346,49";"0,00";"1";"0";"0";"32";"63";"4";"9,5625";"0";"10";"19";"9";"0";"0";"27";"0";"4";"1";"0";"3,1300";"0,0000";"0"
